gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges
1,1,0,0,37,0,2,1,0,1,1,0,0,0,0,0,0,36.65,1315.0
0,0,0,0,4,1,1,0,0,0,0,0,0,0,1,0,0,23.9,97.5
0,1,0,0,63,1,1,2,0,0,1,0,0,1,0,1,2,89.6,5538.8
1,0,1,0,53,1,0,2,0,1,0,0,1,1,1,1,2,94.25,4867.95
0,0,1,1,32,1,0,2,0,1,0,0,1,0,0,1,0,86.1,2723.75
0,0,0,0,30,1,0,2,0,0,0,1,1,1,1,1,2,94.4,2638.1
0,0,1,0,11,1,1,2,0,0,0,0,1,1,0,1,0,94.0,1078.9
0,0,1,1,69,0,2,1,1,1,1,1,0,0,2,0,2,46.25,3121.4
0,0,1,1,61,0,2,1,0,1,1,1,1,0,2,0,3,51.35,3244.4
0,0,0,0,9,1,1,2,0,0,1,0,1,1,0,0,3,98.3,923.5
0,0,1,0,18,1,0,1,0,0,0,1,0,0,0,1,1,50.3,908.75
0,0,1,1,58,1,0,0,0,0,0,0,0,0,2,1,1,19.85,1158.85
0,1,0,0,35,1,1,2,1,0,0,0,1,1,0,1,0,99.05,3554.6
1,0,0,1,14,1,0,1,1,1,1,1,0,1,2,0,2,76.1,1054.8
0,0,1,1,58,1,0,0,0,0,0,0,0,0,2,0,3,20.5,1191.4
0,0,0,0,9,1,0,1,1,1,0,0,1,1,0,1,0,74.65,703.55
0,1,1,0,51,1,1,2,1,0,0,0,0,0,0,1,0,77.5,3807.35
1,0,1,0,30,1,0,0,0,0,0,0,0,0,2,0,1,19.05,637.55
1,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,3,51.75,201.1
0,1,0,0,14,1,0,2,1,1,0,0,0,0,0,0,0,78.85,1043.8
0,1,1,0,23,1,0,2,1,0,0,0,1,1,0,1,0,95.1,2326.05
1,0,0,0,17,1,0,2,0,0,0,0,0,0,0,1,0,70.8,1207.0
1,0,1,0,8,1,0,1,0,1,0,0,0,0,0,1,2,49.55,393.45
1,0,1,0,61,1,1,1,1,0,1,1,0,1,2,0,3,75.35,4729.3
0,0,1,1,72,1,1,2,1,1,1,1,0,1,2,0,3,107.45,7658.3
1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,3,49.0,49.0
0,0,1,1,20,1,0,0,0,0,0,0,0,0,0,0,0,20.0,417.65
0,0,1,1,72,1,1,1,1,0,1,1,1,1,2,1,3,85.9,6110.75
1,0,0,0,71,1,1,2,0,1,0,0,0,0,1,1,3,79.05,5552.5
0,0,1,1,72,1,1,2,1,1,1,1,1,1,2,0,3,117.5,8670.1
1,0,0,0,37,1,0,2,0,0,0,0,0,0,0,1,1,70.35,2552.9
1,0,1,1,70,1,0,1,1,1,1,0,1,1,2,1,3,80.15,5600.15
0,0,1,1,51,1,1,2,0,0,1,0,0,1,1,1,0,90.15,4554.85
0,0,1,1,28,1,0,2,0,0,0,0,0,0,1,1,2,70.4,1992.2
0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,1,0,68.95,68.95
0,0,1,0,40,1,0,0,0,0,0,0,0,0,2,0,1,19.1,780.1
0,0,0,0,8,1,0,1,0,0,0,1,0,0,0,0,0,49.4,408.25
0,1,0,0,13,1,0,2,0,0,1,0,0,0,0,1,0,74.3,940.35
0,0,0,0,1,0,2,1,0,0,1,1,0,0,0,0,1,35.9,35.9
0,1,0,0,17,1,0,0,0,0,0,0,0,0,1,0,1,20.65,330.6
0,0,1,0,16,1,0,2,0,1,0,0,1,1,0,1,2,94.65,1461.15
1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,50.75,50.75
0,0,1,1,22,1,1,2,0,0,0,0,0,0,0,1,2,75.8,1615.1
0,1,0,0,16,1,1,2,0,0,0,0,1,1,0,1,0,96.15,1529.2
0,0,1,1,45,1,1,2,1,1,0,0,1,1,0,1,0,105.15,4730.9
0,0,1,1,3,1,0,2,0,0,0,0,0,0,0,1,0,69.55,200.2
0,0,0,0,15,1,1,2,0,1,0,0,1,1,0,1,0,100.15,1415.0
0,0,1,0,25,1,1,2,0,0,1,1,1,1,0,1,2,104.95,2566.5
0,1,0,0,1,1,0,2,0,1,0,0,0,1,0,1,0,86.0,86.0
1,0,1,0,47,1,0,0,0,0,0,0,0,0,1,0,2,19.9,942.95
1,1,1,0,5,1,1,2,0,0,1,0,0,0,0,1,2,79.9,343.95
0,0,1,0,71,1,0,1,1,1,1,1,1,1,1,1,2,84.8,6046.1
1,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,24.75,66.95
0,0,1,1,1,1,0,2,0,0,0,0,0,0,0,1,0,69.8,69.8
1,0,1,1,50,1,1,1,0,0,1,1,1,0,1,1,0,69.65,3442.15
1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,20.2,55.7
0,1,0,0,43,1,0,2,1,1,0,1,1,1,0,1,3,108.15,4600.7
0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,3,19.7,129.55
0,0,0,0,38,1,1,1,0,1,0,1,0,1,0,0,3,68.15,2656.3
1,1,1,0,35,1,1,2,0,0,1,0,0,0,1,1,2,81.6,2815.25
1,0,1,0,45,1,1,2,0,1,0,0,0,0,0,0,2,81.4,3775.85
1,0,0,0,10,1,1,0,0,0,0,0,0,0,2,0,2,25.7,251.6
0,0,1,0,64,1,1,0,0,0,0,0,0,0,2,0,3,25.0,1584.8
0,0,0,0,31,1,1,2,1,1,0,0,1,1,0,0,0,104.35,3205.6
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,20.9,20.9
0,0,1,0,72,1,1,2,0,1,1,1,1,1,1,1,0,109.25,8109.8
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,45.65,45.65
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,19.5,19.5
0,1,1,0,47,1,1,2,1,0,0,0,0,0,0,0,0,80.35,3825.85
0,1,0,0,71,1,1,2,0,1,1,0,1,1,1,1,0,105.9,7521.95
1,0,0,1,30,1,0,1,0,1,1,0,1,0,1,0,3,64.5,1929.95
1,0,1,0,71,1,0,1,1,1,1,1,1,1,2,1,2,86.1,6045.9
0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,1,0,69.85,199.85
0,0,1,0,22,1,0,1,0,1,1,0,0,0,0,1,1,54.7,1178.75
1,1,0,0,67,1,1,1,1,1,0,1,0,0,2,1,2,64.55,4250.1
0,1,1,0,59,1,1,2,1,1,1,1,0,0,1,1,0,94.05,5483.9
1,1,1,0,72,1,1,2,1,1,1,1,1,1,2,1,2,116.05,8404.9
1,0,1,1,12,1,1,0,0,0,0,0,0,0,2,1,2,24.0,269.65
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,44.4,44.4
1,0,1,1,64,1,1,2,1,1,1,0,0,0,0,1,0,91.8,5960.5
1,0,0,0,17,1,0,1,0,0,0,1,0,0,0,0,1,51.5,900.5
1,0,1,1,14,1,1,1,1,1,0,0,0,1,0,0,1,69.2,944.65
1,0,1,0,44,1,0,1,0,1,1,1,1,0,1,1,0,70.95,3250.45
1,0,1,0,58,0,2,1,0,0,0,0,1,1,1,1,3,45.0,2689.35
1,0,0,0,30,1,1,2,1,1,0,0,0,1,0,1,3,94.3,2679.7
0,0,0,0,23,1,0,0,0,0,0,0,0,0,1,1,3,19.65,478.1
1,1,0,0,16,1,1,2,0,0,0,0,0,0,0,1,2,74.45,1261.35
0,0,1,1,13,1,0,1,1,0,0,1,0,0,1,0,2,54.15,701.05
0,0,0,0,40,1,0,1,0,0,1,0,0,0,1,1,1,50.25,2023.55
0,0,1,1,33,1,1,1,0,0,1,1,1,1,1,1,0,79.15,2531.4
0,0,0,0,42,1,0,1,0,1,0,0,0,0,0,1,0,49.55,2077.95
0,0,0,0,10,1,1,2,0,0,0,0,0,0,0,1,1,75.75,777.3
0,0,1,1,66,1,1,2,0,1,1,0,1,1,1,1,3,102.45,6615.15
0,0,1,0,26,1,0,2,0,0,0,1,0,1,0,0,3,85.9,2196.45
0,0,1,1,72,1,1,2,1,1,1,1,1,1,2,1,0,115.5,8425.15
1,0,0,0,71,1,0,0,0,0,0,0,0,0,2,1,3,19.9,1355.1
0,0,1,1,5,0,2,1,0,1,0,1,0,0,0,0,0,34.25,163.55
0,0,0,0,25,0,2,1,1,1,1,0,1,1,1,0,0,61.05,1540.2
0,1,1,0,42,1,1,2,1,0,1,0,1,1,1,1,2,105.2,4599.15
0,0,1,0,50,1,0,0,0,0,0,0,0,0,1,1,2,19.85,943.1
0,0,1,1,71,1,0,1,1,1,1,1,1,1,2,0,3,87.25,6328.7
1,0,1,1,55,1,0,2,0,1,0,1,0,0,0,0,0,79.4,4238.45
0,0,0,0,4,1,1,2,1,0,0,0,0,0,0,1,0,80.15,319.85
1,1,1,0,61,1,1,1,0,1,0,0,0,1,1,0,2,64.05,3902.6
1,0,1,1,70,1,0,2,0,1,1,1,1,1,1,1,0,106.15,7475.1
1,0,1,1,56,1,1,2,1,1,1,1,1,1,2,0,1,115.85,6567.9
0,0,0,0,8,1,1,2,0,0,1,0,1,1,0,1,0,99.65,820.5
1,0,1,1,72,1,1,2,1,0,1,0,1,1,2,1,2,105.55,7542.25
1,0,1,1,60,1,0,2,0,1,1,0,1,0,1,0,0,90.95,5453.4
1,0,1,0,28,1,0,1,1,0,0,1,0,0,1,0,1,54.35,1426.45
1,0,1,1,16,1,1,1,1,1,0,1,1,1,0,0,0,84.9,1398.25
1,0,0,0,21,1,1,2,1,0,1,0,1,1,0,0,1,103.85,2215.0
0,1,1,0,42,1,1,2,0,0,0,0,1,1,0,1,0,95.05,3944.5
0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1,1,19.6,55.25
0,1,0,0,9,1,1,2,0,0,0,0,0,0,0,1,0,74.55,622.9
1,0,1,0,59,1,1,2,1,1,1,1,1,0,0,1,0,106.75,6252.9
1,0,1,1,7,0,2,1,1,1,1,0,0,0,2,0,1,38.55,280.0
1,0,1,1,30,1,0,0,0,0,0,0,0,0,2,0,1,21.25,711.9
0,0,0,0,53,1,0,2,1,1,1,1,0,1,2,0,1,99.5,5424.25
1,0,0,0,69,1,1,1,1,1,1,1,0,1,1,1,3,78.6,5356.45
0,0,1,1,57,1,0,0,0,0,0,0,0,0,2,0,2,19.5,1167.6
0,0,1,0,62,1,1,0,0,0,0,0,0,0,2,0,2,23.65,1416.75
1,0,1,1,66,1,0,1,1,1,1,1,1,0,1,1,0,75.1,5013.0
1,0,1,1,34,1,1,2,0,0,1,0,0,1,0,1,3,90.05,3097.0
0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,51.2,51.2
1,0,1,0,60,1,1,2,0,0,1,0,1,1,2,0,3,101.15,6067.4
0,0,1,1,23,1,0,1,1,1,1,1,0,0,1,1,1,66.25,1533.8
1,0,0,0,66,1,0,2,0,1,1,0,1,1,0,0,0,99.5,6710.5
0,1,0,0,13,1,1,2,0,0,0,0,1,1,0,1,0,95.05,1290.0
1,0,1,1,72,1,0,0,0,0,0,0,0,0,2,0,2,20.3,1401.15
0,0,1,1,63,1,1,2,1,0,0,0,1,1,1,1,3,99.65,6311.2
1,0,1,1,72,0,2,1,1,1,1,1,1,1,2,1,3,64.8,4719.75
1,0,1,1,62,1,1,2,1,1,1,1,1,1,2,0,2,115.55,7159.05
1,1,1,0,16,1,0,2,0,0,1,1,0,1,0,1,0,91.55,1540.05
0,0,1,0,71,1,1,2,1,0,1,0,1,1,1,1,3,104.1,7412.25
0,0,0,0,4,1,0,2,0,0,0,0,1,0,0,1,0,79.0,303.15
0,0,1,0,15,1,0,2,0,0,0,0,1,1,0,0,0,88.15,1390.6
0,0,0,0,21,0,2,1,1,0,0,1,0,0,2,0,1,35.1,770.4
1,0,1,1,20,0,2,1,1,0,1,1,0,0,2,1,3,39.4,825.4
1,0,1,1,47,1,1,1,0,1,0,0,0,0,0,0,0,54.25,2538.2
0,0,1,1,72,0,2,1,1,1,1,1,1,1,2,0,2,64.45,4528.0
1,0,0,0,18,1,0,1,1,0,1,1,1,0,0,1,0,68.35,1299.8
0,0,0,0,24,1,1,0,0,0,0,0,0,0,1,0,2,24.6,605.25
1,0,1,0,56,1,1,2,0,1,0,1,1,1,1,1,0,107.25,6033.3
0,0,0,0,5,1,0,2,0,1,0,1,0,1,0,1,0,89.35,461.7
0,0,1,1,17,1,1,0,0,0,0,0,0,0,0,0,1,24.1,409.9
0,1,0,0,13,1,0,2,0,0,1,0,1,1,0,1,0,96.85,1235.55
1,0,1,1,59,1,1,2,0,0,1,0,1,1,2,1,3,99.5,5861.75
1,1,1,0,29,1,1,2,0,1,1,0,0,1,0,1,0,95.9,2745.2
0,0,1,1,28,1,1,1,0,0,0,0,0,0,0,0,1,49.9,1410.25
0,0,0,0,46,1,1,1,1,0,1,0,1,1,2,0,1,79.2,3593.8
1,1,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,44.7,93.7
0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,1,1,25.7,25.7
1,0,0,0,12,1,0,1,0,0,0,0,0,0,0,1,2,45.4,518.9
0,0,1,1,51,1,0,0,0,0,0,0,0,0,2,0,1,19.95,1028.75
1,0,0,0,60,0,2,1,1,1,1,0,0,0,2,0,2,39.6,2424.5
1,0,1,1,16,1,0,0,0,0,0,0,0,0,0,0,0,20.15,341.35
1,0,1,1,70,1,1,1,0,1,1,1,1,1,2,1,3,85.95,5931.75
0,0,1,1,35,1,0,0,0,0,0,0,0,0,2,1,1,19.85,739.35
1,0,1,0,37,1,1,2,0,0,1,1,1,0,2,0,1,94.3,3460.95
0,0,1,1,54,1,1,1,0,1,1,1,1,1,0,1,0,86.2,4524.05
0,1,1,0,72,1,1,1,1,1,1,1,1,1,2,0,3,89.1,6352.4
0,0,0,0,1,1,1,2,0,1,0,0,0,0,0,1,1,79.15,79.15
0,1,0,0,23,1,1,2,0,0,1,0,0,0,0,1,1,79.35,1835.3
0,0,1,1,43,1,1,2,0,0,1,0,0,1,0,1,2,92.55,4039.0
1,0,0,1,70,1,1,1,1,1,0,1,0,0,1,0,2,64.95,4551.5
0,0,0,0,6,0,2,1,0,0,0,0,1,1,0,0,3,45.0,298.7
1,0,1,0,42,0,2,1,0,0,0,0,0,0,0,1,3,25.1,1097.15
0,0,0,0,4,1,1,2,0,0,0,0,1,0,0,1,0,85.65,321.65
1,0,1,0,72,1,1,1,1,1,1,1,0,1,2,1,2,82.3,5980.55
1,0,1,1,1,1,0,2,0,0,0,0,0,0,0,1,0,71.0,71.0
